cell_id,image_id,label_value,label_code,label_name,label_source_type,label_source_id,label_confidence,level,sample_id,bull_id
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c010,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c011,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c012,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c013,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c014,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c015,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c016,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c017,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c018,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c019,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c020,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c021,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c022,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c023,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c024,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c025,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c026,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c027,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c028,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c029,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c030,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c031,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c032,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c033,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c034,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c035,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c036,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c037,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c038,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c039,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c040,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c041,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c042,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c043,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c044,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c045,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c046,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c047,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c048,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c049,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c050,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c051,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c052,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c053,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c054,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c055,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c056,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c057,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c058,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c059,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c060,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c061,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c062,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c063,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c064,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c065,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c066,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c067,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c068,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c069,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c070,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c071,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c072,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c073,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c074,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c075,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c076,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c077,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c078,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c079,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c080,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c081,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c082,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c083,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c084,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c085,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c086,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c087,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c088,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c089,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c090,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c091,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c092,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c093,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c094,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c095,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c096,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c097,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c098,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c099,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c100,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c101,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c102,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c103,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c_c104,MIT_CERTO_01-Editado-1-_jpg.rf.7b6b8e25fcd10547efa4492003df926c,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
